year,month,day,cases
2021,12,25,203
2021,12,26,386
2021,12,27,330
2021,12,28,590
2021,12,29,586
2021,12,30,552
2021,12,31,417
2022,1,1,327
2022,1,2,208
2022,1,3,524
2022,1,4,1173
2022,1,5,1035
2022,1,6,863
2022,1,7,1561
2022,1,8,660
2022,1,9,348
2022,1,10,1150
2022,1,11,1625
2022,1,12,1597
2022,1,13,1338
2022,1,14,1758
2022,1,15,1492
2022,1,16,837
2022,1,17,1566
2022,1,18,2317
2022,1,19,2584
2022,1,20,2320
2022,1,21,3669
2022,1,22,2385
2022,1,23,1086
2022,1,24,3363
2022,1,25,3173
2022,1,26,3554
2022,1,27,2455
2022,1,28,2422
2022,1,29,2190
2022,1,30,1576
2022,1,31,1708
2022,2,1,3324
2022,2,2,4033
2022,2,3,3359
2022,2,4,3431
2022,2,5,2138
2022,2,6,1423
2022,2,7,2136
2022,2,8,3539
2022,2,9,3174
2022,2,10,2434
2022,2,11,3324
2022,2,12,1663
2022,2,13,1160
2022,2,14,1883
2022,2,15,2839
2022,2,16,2360
2022,2,17,2422
2022,2,18,2151
2022,2,19,1467
2022,2,20,574
2022,2,21,1596
2022,2,22,2250
2022,2,23,2303
2022,2,24,1766
2022,2,25,1829
2022,2,26,1092
2022,2,27,828
2022,2,28,1629
2022,3,1,3016
2022,3,2,3853
2022,3,3,6875
2022,3,4,5000
2022,3,5,2139
2022,3,6,5127
2022,3,7,3097
2022,3,8,5528
2022,3,9,4539
2022,3,10,3719
2022,3,11,3360
2022,3,12,3246
2022,3,13,1669
2022,3,14,2740
2022,3,15,3798
2022,3,16,3780
2022,3,17,3279
2022,3,18,2707
2022,3,19,746
2022,3,20,2340
2022,3,21,2321
2022,3,22,2513
2022,3,23,3457
2022,3,24,2839
2022,3,25,2255
2022,3,26,1526
2022,3,27,987
2022,3,28,1617
2022,3,29,2601
2022,3,30,1996
2022,3,31,1844
2022,4,1,1371
2022,4,2,893
2022,4,3,562
2022,4,4,1219
2022,4,5,1613
2022,4,6,1309
2022,4,7,1330
2022,4,8,1130
2022,4,9,776
2022,4,10,592
2022,4,11,753
2022,4,12,1559
2022,4,13,1471
2022,4,14,1286
2022,4,15,854
2022,4,16,585
2022,4,17,529
2022,4,18,477
2022,4,19,962
2022,4,20,1375
2022,4,21,1046
2022,4,22,1023
2022,4,23,603
2022,4,24,445
2022,4,25,917
2022,4,26,1120
2022,4,27,879
2022,4,28,822
2022,4,29,812
2022,4,30,452
2022,5,1,327
2022,5,2,638
2022,5,3,928
2022,5,4,751
2022,5,5,664
2022,5,6,848
2022,5,7,321
2022,5,8,354
2022,5,9,546
2022,5,10,865
2022,5,11,752
2022,5,12,586
2022,5,13,570
